Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle East & North Africa,MEA,..,11.8996104584741,10.2769842504711,10.541031620978,10.614383939186,10.797465686371,10.4034809410759,9.75438801996505,10.4932836820598,10.108600541377,9.55675996872468,9.22527629027245
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle East & North Africa (excluding high income),MNA,..,13.0891662888725,11.9095490156231,12.3675282557496,12.5166150150821,12.7176995786461,12.2635996062965,11.4990845341433,12.0543845266066,11.7053721951154,11.1777437501809,10.8744458910793
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,13.1078131701294,11.8273678370857,12.2599451746199,12.4010345475513,12.5840105227982,12.1183901510572,11.3500577984175,11.9094146582887,11.5419431036778,11.0270037297221,10.8744458910793
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle income,MIC,..,5.86219626445696,5.82618820308018,6.00433934951919,6.07205217797714,6.08859672281781,6.01535548161313,5.86493424488872,6.70538259372903,6.19770077175134,5.48401549316289,5.07688546290496
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,North America,NAC,..,4.27676764256154,6.26148266320497,5.46180275648935,5.10547669523075,4.58159619810452,4.1087380763703,3.89241194091645,8.23128983545338,5.59299605694151,3.83374835132991,3.82480514362416
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,OECD members,OED,..,6.76935836100309,7.40189151006678,6.85222359904241,6.43543073237329,5.90735032407124,5.46951508208401,5.38904353838096,7.14151055635845,6.19380130575329,4.98417502472304,4.81907315738235
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Other small states,OSS,..,10.1811246235653,9.28835108260616,8.88962681266777,8.57033729989458,8.21544312614478,7.84284122860608,7.55897242328313,9.12084049089226,8.7356119554679,8.27402660239825,8.15238482768171
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Pacific island small states,PSS,..,4.38433996531623,3.46103866764466,3.46048200664483,3.46624189356177,3.48418829093629,3.49163625149505,3.51851427690957,3.50581280666335,3.60474415655574,3.83067888737598,3.72942065533497
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Post-demographic dividend,PST,..,6.53334698136541,7.44120265953412,6.86785629878725,6.4043730200603,5.83639833337156,5.28825303519223,4.93964776716091,6.707652739053,5.79579066217279,4.50999157227142,4.45596873789694
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Pre-demographic dividend,PRE,..,5.17933893796514,5.01367464138972,5.10192042563972,5.1886831437827,5.46533363858061,5.45851475517408,5.51609281598594,6.04272774627958,5.88360900576437,5.21942761134312,5.16816565702535
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Small states,SST,..,9.70576955677992,9.05953639254819,8.67227846770129,8.43823032520535,8.09252205807457,7.85457543799761,7.5896147335354,9.092816530217,8.68223921514957,8.11159054588073,7.88971878930358
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,South Asia,SAS,..,6.8145014472199,7.00081709920807,7.10982709880107,6.9159758345075,6.95480348947292,7.00880479011883,6.23383231502801,7.55004885180795,6.44589719333181,5.14528947887754,4.61349940430436
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,South Asia (IDA & IBRD),TSA,..,6.8145014472199,7.00081709920806,7.10982709880107,6.91597583450751,6.95480348947292,7.00880479011883,6.23383231502801,7.55004885180795,6.44589719333181,5.14528947887754,4.61349940430436
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sub-Saharan Africa,SSF,..,6.34593767738265,5.71342634020634,5.88782130413379,5.95717068693606,6.0446244692085,6.01754020171336,6.1385567095684,6.56697284213806,6.69681929875394,6.0782191698974,5.9681441605434
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sub-Saharan Africa (excluding high income),SSA,..,6.34593767738265,5.71342634020634,5.88782130413379,5.95717068693606,6.0446244692085,6.01754020171336,6.1385567095684,6.56697284213806,6.69681929875394,6.0782191698974,5.96814416054341
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,6.34593767738265,5.71342634020634,5.88782130413379,5.95717068693606,6.0446244692085,6.01754020171336,6.1385567095684,6.56697284213806,6.69681929875394,6.0782191698974,5.9681441605434
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Upper middle income,UMC,..,5.58082846855851,5.53428117447339,5.75420409188962,5.9877089151999,5.98707050154594,5.91472641849046,6.03939956872472,6.70784948621137,6.3161596400082,5.93922577248482,5.58021086539816
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,World,WLD,..,6.13111802117014,6.01622857271861,6.04884902024336,6.01033134504685,5.91614141999205,5.75639790322219,5.5829801043763,6.58528753143071,6.03376129229279,5.26461597288318,4.96143065047416
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Afghanistan,AFG,..,..,83.5874481201172,84.5209732055664,86.3456726074219,88.640998840332,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Albania,ALB,..,..,..,93.6951599121094,..,93.4418182373047,99.1517715454102,88.9844512939453,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Algeria,DZA,..,..,..,..,99.9977188110352,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Andorra,AND,..,..,98.2588500976562,97.8501510620117,98.5624389648438,98.8672790527344,99.1540603637695,98.7865524291992,..,..,98.1789703369141,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Argentina,ARG,..,..,95.1810302734375,88.7274475097656,88.6820602416992,88.36083984375,96.7341384887695,97.8984985351562,98.0092926025391,96.3614883422852,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Armenia,ARM,..,..,..,100,100,..,..,..,86.3785934448242,93.4813690185547,84.9582290649414,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Aruba,ABW,..,64.1095733642578,100,100,100,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Australia,AUS,..,94.5791168212891,93.7736587524414,94.9989318847656,94.6533126831055,92.866569519043,90.6768569946289,89.1925277709961,88.0727462768555,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Austria,AUT,..,94.6371765136719,95.3740081787109,94.2064590454102,93.0493469238281,91.6796112060547,91.1173477172852,90.7531967163086,90.1456298828125,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,82.6613693237305,81.8843231201172,85.0863723754883,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Barbados,BRB,..,99.7467422485352,..,..,91.9885406494141,..,..,94.7311935424805,97.1811294555664,95.952751159668,99.706916809082,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Belgium,BEL,..,..,94.1977081298828,94.3185424804688,93.7514724731445,93.9427032470703,93.3263168334961,94.5743789672852,95.0532608032227,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Belize,BLZ,..,97.0027770996094,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Benin,BEN,..,..,92.7565383911133,90.9773330688477,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Bhutan,BTN,..,..,..,87.3964233398438,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Bolivia,BOL,..,..,87.9768905639648,89.7440185546875,91.110710144043,90.1471710205078,91.7263412475586,92.9058227539062,97.4222412109375,96.8731079101562,97.3650512695312,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,95.6048965454102,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Brazil,BRA,..,91.9165802001953,93.9988098144531,96.0952835083008,96.9617919921875,97.7680969238281,96.9968490600586,96.8712997436523,95.6406326293945,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Brunei Darussalam,BRN,..,..,..,..,98.766357421875,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Bulgaria,BGR,..,..,..,..,..,95.9988708496094,95.4624862670898,94.114616394043,95.1293334960938,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Burkina Faso,BFA,..,..,89.4839782714844,95.7777328491211,97.5758514404297,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Cabo Verde,CPV,..,..,97.0797500610352,97.0006713867188,96.8644790649414,..,..,96.9558563232422,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Cambodia,KHM,..,..,100,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Chad,TCD,..,..,..,..,..,..,..,..,95.5713500976562,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Chile,CHL,..,84.7432479858398,..,..,..,94.2666702270508,87.3705978393555,95.8637924194336,96.2612915039062,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Colombia,COL,..,..,94.1052169799805,93.6944122314453,95.9206008911133,95.0100326538086,95.4101867675781,94.6719207763672,95.2329788208008,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Comoros,COM,..,..,..,99.9987411499023,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Costa Rica,CRI,..,..,95.5858306884766,93.7995986938477,100,90.3901290893555,98.2315292358398,95.2595291137695,98.692253112793,97.9400024414062,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Cote d'Ivoire,CIV,..,..,93.9278335571289,96.4341201782227,99.1828689575195,99.2167129516602,98.9734802246094,98.9849700927734,98.6929092407227,99.6928329467773,97.13134765625,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,93.7172012329102,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Cuba,CUB,..,95.8109588623047,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Cyprus,CYP,..,94.2889099121094,97.8198318481445,95.5635299682617,93.0887908935547,95.6190490722656,..,95.6630325317383,97.0038833618164,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Czechia,CZE,..,91.7727584838867,86.2059097290039,87.8779983520508,91.2414627075195,90.1988220214844,89.2502593994141,88.451789855957,90.2685394287109,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Denmark,DNK,..,91.8921508789062,89.4455032348633,..,90.277961730957,90.2405624389648,89.7925796508789,89.8574523925781,89.2957611083984,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Djibouti,DJI,..,..,68.0129013061523,..,97.0345611572266,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Dominica,DMA,..,..,..,89.9672698974609,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Dominican Republic,DOM,..,..,73.7385101318359,77.8826293945312,86.777587890625,88.5595932006836,92.3336029052734,92.5162963867188,84.4392700195312,94.6573333740234,96.3482894897461,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Ecuador,ECU,..,..,95.5062484741211,98.7295303344727,98.2938003540039,..,99.9498291015625,99.9997787475586,99.9998931884766,99.8940124511719,100,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,85.8971099853516,88.0015182495117,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,El Salvador,SLV,..,..,..,95.3442687988281,94.2375793457031,93.2956771850586,95.1532135009766,95.6292419433594,92.3967132568359,80.3593597412109,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Eritrea,ERI,..,85.7014694213867,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Estonia,EST,..,..,92.6961364746094,94.0776214599609,91.7249526977539,89.9915084838867,89.5950775146484,86.4041900634766,82.6399612426758,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Eswatini,SWZ,..,..,98.3823699951172,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Ethiopia,ETH,..,..,83.5551300048828,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Finland,FIN,..,93.0396423339844,91.9972534179688,87.6869125366211,87.5858993530273,88.3370132446289,87.5112609863281,85.0665283203125,83.8425827026367,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,France,FRA,..,..,..,..,..,93.4001770019531,92.4885482788086,91.653938293457,93.3639526367188,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Gabon,GAB,..,..,87.8607025146484,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Germany,DEU,..,..,93.983528137207,94.1296234130859,93.7104873657227,93.6167068481445,92.7569274902344,91.6491622924805,90.2699127197266,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Ghana,GHA,..,..,93.0768432617188,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Gibraltar,GIB,..,..,..,..,100,100,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Greece,GRC,..,..,..,95.8691711425781,97.2791366577148,97.5578384399414,97.1284027099609,97.8388290405273,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Guatemala,GTM,..,..,96.9978637695312,98.3744277954102,97.437370300293,95.9650192260742,94.9454498291016,96.3338165283203,96.3712005615234,97.3076400756836,100,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Guinea,GIN,..,..,94.0970993041992,94.0970993041992,94.0970993041992,94.0970993041992,94.0970993041992,96.1881103515625,98.6220703125,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Hungary,HUN,..,94.3539886474609,93.2803268432617,97.2870788574219,97.7988586425781,96.7924194335938,93.438346862793,93.6029434204102,94.4837188720703,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Iceland,ISL,..,..,92.5217132568359,94.0390167236328,95.1325302124023,93.8931884765625,91.814567565918,92.5092697143555,93.8323669433594,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,India,IND,..,95.5225524902344,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Indonesia,IDN,..,..,86.9259490966797,87.5807266235352,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Iran, Islamic Rep.",IRN,..,..,95.2358093261719,96.4483489990234,96.9310836791992,98.7660980224609,96.8949584960938,93.6412734985352,93.4228363037109,..,87.8568572998047,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Ireland,IRL,..,92.3212738037109,92.0739288330078,92.7670516967773,92.4521331787109,90.7772064208984,91.9755096435547,90.2823181152344,88.9297332763672,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Israel,ISR,..,89.4068984985352,88.8524322509766,88.811653137207,88.5053863525391,87.97216796875,86.2370986938477,88.0154800415039,88.2753295898438,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Italy,ITA,..,94.2118988037109,95.4446487426758,95.4156494140625,99.4702377319336,99.1295623779297,98.9045333862305,97.3400802612305,96.5564498901367,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Jamaica,JAM,..,..,97.6600112915039,97.3689193725586,97.6174011230469,98.1425094604492,98.7713317871094,98.3654632568359,..,99.3421325683594,99.308219909668,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Japan,JPN,..,89.1962509155273,84.9817581176758,85.5524291992188,87.403450012207,87.3790130615234,87.9775314331055,84.5132598876953,82.8744812011719,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Jordan,JOR,..,..,..,..,96.5127182006836,95.9503402709961,93.0839233398438,88.1394195556641,..,90.0756530761719,94.1845321655273,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Kazakhstan,KAZ,..,..,..,..,98.6451568603516,95.2565231323242,98.3197479248047,100,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Kenya,KEN,..,..,96.5620574951172,95.7445220947266,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Korea, Rep.",KOR,..,..,..,..,85.5419998168945,82.4365310668945,82.0652465820312,79.9309463500977,80.4810485839844,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Kuwait,KWT,..,..,100,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Lao PDR,LAO,..,..,92.4344177246094,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Latvia,LVA,..,93.7618103027344,81.4904174804688,82.9887084960938,89.013542175293,87.6732177734375,83.1430969238281,82.9821701049805,83.6698989868164,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Lesotho,LSO,..,..,..,..,..,..,96.5161209106445,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Liechtenstein,LIE,..,..,91.0777282714844,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Lithuania,LTU,..,..,94.1429901123047,94.3704528808594,92.8103408813477,94.606559753418,92.3411407470703,93.4474411010742,90.1035232543945,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Luxembourg,LUX,..,..,93.2848587036133,93.108772277832,..,90.9988327026367,91.4221878051758,87.4149322509766,89.8571014404297,..,..,..
